tree.num,q01.sim,q10.sim,pSpec.sim,lambda.sim,ntaxa
1,0.451767897000536,0.451767897000536,1.3040249706246,1.82218441413715,81
2,0.712400692980736,0.712400692980736,1.06716950517148,0.523274426348507,75
3,0.813691538060084,0.813691538060084,0.74620527587831,0.294299789704382,40
4,0.130853945622221,0.130853945622221,1.5975652160123,1.18595166737214,71
5,0.90765132359229,0.90765132359229,1.23715834831819,1.07076209690422,30
6,0.172207807423547,0.172207807423547,1.94920367700979,0.477588206063956,84
7,0.925549344159663,0.925549344159663,0.803990333341062,0.359947361517698,20
8,0.146697542397305,0.146697542397305,0.644884263630956,1.62441199598834,92
9,0.414260487770662,0.414260487770662,1.3256996688433,1.83315895451233,27
10,0.0859480632934719,0.0859480632934719,1.79245682898909,0.982081985101104,83
11,0.143655405612662,0.143655405612662,0.392106663901359,1.81695987656713,20
12,0.706245982786641,0.706245982786641,0.866594075225294,1.51499722944573,29
13,0.0619015581905842,0.0619015581905842,1.93204227555543,1.9162649945356,33
14,0.907562691252679,0.907562691252679,1.51882011722773,0.838769892696291,36
15,0.404873281251639,0.404873281251639,0.0657820268534124,0.6800163150765,34
16,0.524682877119631,0.524682877119631,0.846512035001069,1.78900144714862,32
17,0.909865363268182,0.909865363268182,0.241505581885576,1.20429411251098,75
18,0.0345321265049279,0.0345321265049279,0.734145240858197,1.81610305141658,29
19,0.0562199226114899,0.0562199226114899,0.424887900240719,0.886283589527011,79
20,0.508798497263342,0.508798497263342,0.0197222428396344,0.318344685714692,49
21,0.694900655653328,0.694900655653328,0.595482343807817,0.622476110234857,70
22,0.592538551194593,0.592538551194593,1.55320226540789,1.57899819593877,66
23,0.215128911891952,0.215128911891952,1.2785484273918,1.9397796401754,34
24,0.63171215262264,0.63171215262264,0.421286514494568,0.43626977968961,64
25,0.652782892342657,0.652782892342657,0.386387530248612,0.0733587951399386,78
26,0.916473555378616,0.916473555378616,1.31936452398077,1.16617539152503,95
27,0.209522515302524,0.209522515302524,0.103702663909644,0.79643133468926,83
28,0.551685362355784,0.551685362355784,0.62777758250013,1.01101496815681,13
29,0.624854990979657,0.624854990979657,1.12609226955101,0.124272341374308,68
30,0.210506623378024,0.210506623378024,0.118039968889207,1.2192493127659,90
31,0.346481470623985,0.346481470623985,0.440922684501857,0.368590791709721,96
32,0.830001349095255,0.830001349095255,0.784045630600303,0.524959074798971,28
33,0.641536303795874,0.641536303795874,0.662959712091833,1.24888541409746,20
34,0.303689054679126,0.303689054679126,0.0638505923561752,0.397359130438417,99
35,0.12855893233791,0.12855893233791,1.65018225368112,1.98497114190832,10
36,0.625815787352622,0.625815787352622,0.456615800969303,1.02252593217418,29
37,0.384636130882427,0.384636130882427,1.55713456589729,0.462204782757908,13
38,0.948633750667796,0.948633750667796,1.74982563219965,0.727227010764182,80
39,0.205657383194193,0.205657383194193,0.974739853292704,0.748348124325275,83
40,0.657202542992309,0.657202542992309,0.916790769435465,0.770878756884485,69
41,0.114967756671831,0.114967756671831,0.55301455501467,0.33730251993984,95
42,0.263444234849885,0.263444234849885,1.96525396406651,1.04148792196065,73
43,0.564253607066348,0.564253607066348,0.309186261612922,1.04917677445337,44
44,0.928609146736562,0.928609146736562,0.607073700521141,1.83068572310731,48
45,0.783107281895354,0.783107281895354,0.134438746608794,0.969452367629856,43
46,0.477086872095242,0.477086872095242,0.269835024606436,1.84915279271081,21
47,0.665717044146731,0.665717044146731,1.22336882678792,1.20723743690178,97
48,0.544546698452905,0.544546698452905,0.824112946167588,0.481249683070928,55
49,0.748467691708356,0.748467691708356,0.746085493825376,0.236122605390847,84
50,0.489228237885982,0.489228237885982,1.33029065467417,1.67230529757217,37
51,0.555020098341629,0.555020098341629,0.337179861497134,1.46108198538423,92
52,0.618020691676065,0.618020691676065,1.51517652114853,0.554016452748328,94
53,0.47382036736235,0.47382036736235,1.30247517349198,1.18360832892358,44
54,0.166818018769845,0.166818018769845,1.52341411449015,0.96839667018503,88
55,0.117192358942702,0.117192358942702,0.11657738732174,0.562093970831484,19
56,0.947417696006596,0.947417696006596,1.35376332886517,1.5794943892397,73
57,0.88944925647229,0.88944925647229,1.60239064320922,0.601323590613902,32
58,0.649706509895623,0.649706509895623,0.142534205224365,0.950215755030513,71
59,0.513799432199448,0.513799432199448,0.478409791830927,0.618018015287817,15
60,0.834763468243182,0.834763468243182,1.38373908959329,0.349977557081729,16
61,0.469893601490185,0.469893601490185,1.35227076383308,0.461479456629604,21
62,0.332152951043099,0.332152951043099,1.19089523749426,0.210595164913684,28
63,0.784743124851957,0.784743124851957,0.947652050759643,0.310048277955502,58
64,0.190234779613093,0.190234779613093,1.40115141868591,0.604420027229935,94
65,0.312932453816757,0.312932453816757,1.69687920762226,0.858950615860522,24
66,0.95592186646536,0.95592186646536,1.50866984995082,0.501384955830872,24
67,0.741337785497308,0.741337785497308,0.221799042075872,1.69247560761869,70
68,0.426396767375991,0.426396767375991,0.70882158819586,0.304902748204768,50
69,0.655751223908737,0.655751223908737,0.239513245411217,0.444887263700366,80
70,0.707105407956988,0.707105407956988,0.340672190766782,0.690011640079319,75
71,0.525268292054534,0.525268292054534,1.44819740951061,0.445744446944445,25
72,0.0827861740253866,0.0827861740253866,0.0138742630369961,0.380936404224485,45
73,0.77950052684173,0.77950052684173,0.303715222980827,0.0647503491491079,58
74,0.511988476384431,0.511988476384431,1.50936301937327,0.61787097947672,83
75,0.815176978940144,0.815176978940144,0.675790370907634,1.67906592320651,73
76,0.629735270049423,0.629735270049423,1.81447870889679,0.582389821764082,38
77,0.889448751229793,0.889448751229793,1.8532432038337,1.3808649177663,56
78,0.939783084904775,0.939783084904775,1.09832392865792,1.80771920550615,80
79,0.804097917862236,0.804097917862236,0.579688305500895,1.42370324814692,34
80,0.314760576933622,0.314760576933622,1.71933165146038,1.74712712317705,97
81,0.738462938461453,0.738462938461453,1.11080469284207,0.832182384096086,23
82,0.56438083620742,0.56438083620742,1.28513108193874,1.11250975495204,82
83,0.785323303891346,0.785323303891346,0.0251815714873374,0.498507773038,35
84,0.563520674128085,0.563520674128085,0.414273617789149,0.834740217309445,87
85,0.904164829757065,0.904164829757065,0.377558174543083,0.160659149289131,56
86,0.291505134897307,0.291505134897307,0.129150419030339,0.645267242565751,39
87,0.695163841824979,0.695163841824979,1.4137372719124,0.0558266337029636,61
88,0.129168837796897,0.129168837796897,1.58194146258757,1.77007030136883,14
89,0.285955599043518,0.285955599043518,0.599379131570458,0.708712273743004,87
90,0.152643956476822,0.152643956476822,1.93517829477787,1.30227953754365,25
91,0.846409376012161,0.846409376012161,1.91051131486893,0.702979254536331,79
92,0.122233834350482,0.122233834350482,1.35140385525301,1.25139974011108,32
93,0.207297574030235,0.207297574030235,0.15989703219384,1.64333597244695,42
94,0.182063250103965,0.182063250103965,1.46547844400629,0.181547891814262,28
95,0.421538364840671,0.421538364840671,0.496231403201818,1.1603591805324,49
96,0.958056757925078,0.958056757925078,1.88497552182525,0.622068479191512,79
97,0.867584784515202,0.867584784515202,0.178234187886119,1.88424471300095,25
98,0.614038935862482,0.614038935862482,0.122657207306474,1.89545732084662,61
99,0.356603967258707,0.356603967258707,0.697835731320083,1.23405165132135,24
100,0.817528715357184,0.817528715357184,1.10371920000762,1.92722302349284,100
101,0.729674270609394,0.729674270609394,0.383052559103817,1.76075923116878,28
102,0.806262981612235,0.806262981612235,1.07089581992477,0.885547247715294,97
103,0.0227519555483013,0.0227519555483013,1.23144805198535,0.153708639089018,34
